principal_component_1,principal_component_2,cluster
0.009904190771158745,-1.0579321982392105,1
-0.85057105057604,-0.42595571343320254,1
-2.0918380563453987,-0.8089143315830987,1
-0.7153356044249436,-0.1805669726482598,1
-0.4779688386872272,-0.3053043234120924,1
2.6845385368918864,-0.04374430571839649,2
-1.2649469006043075,-0.3029016142885367,1
1.8035602930904007,0.15699913501539398,2
-1.5355378585634103,-0.6009879499854406,1
-0.7543994830172875,-1.3626380571929442,1
-0.7533100074323805,2.219924768156992,0
-1.150610390130429,-0.5488175381256747,1
-2.2798411457371883,-0.21118953836988266,1
-1.3629907539948947,-0.559099526154241,1
-1.1966346750857668,-1.0167090188696282,1
-1.106428474499597,2.709186344222457,0
-1.6335594620820768,-0.9871435408124877,1
0.5113531143538586,-1.112075720271862,1
2.0438400054407313,-0.10129230797056968,2
-0.19211581085777002,-0.8914456825114171,1
-1.675716726252875,-0.37112229320824736,1
-0.4357596207230903,-1.3953526867969857,1
0.4242915060408445,2.439885157612309,0
1.3146089472823042,-0.09870736218963244,2
-0.204041461885873,-0.9286294240454689,1
-0.6838346729129633,-0.7795417581032443,1
1.102080721708407,0.05108667298277966,2
1.4376337078633905,0.172806950548431,2
0.5667842983183655,-0.22002624258735398,1
-1.9078292148459541,-0.1551189199607537,1
-1.8855270453202084,-1.0887836867633363,1
2.5088976520179886,-0.5276565106129905,2
-1.3775561167644683,-0.8875193626123635,1
-1.4916258865580834,-0.18332198226545535,1
3.098655927146665,-0.8964922713795892,2
1.612990659251795,1.7246039848817485,0
0.5252282592643978,-0.960946281213092,1
-0.20928042732412497,-0.8519433278964246,1
0.6305345336107465,1.8820653034438195,0
-0.3642414537296686,-1.349289443168272,1
0.17894617711882715,2.750481364049689,0
0.14933012945277624,1.4538844154464998,0
-0.20042676309560975,2.7172881419025177,0
2.0459051651595863,-0.06197934897202814,2
-0.8396205606937672,-0.9302139975370889,1
2.6719796268184086,-0.4325861614840226,2
1.5883987317783568,-1.3883811119327336,2
-0.1414762432062854,-0.9011560620243624,1
0.001923011809715419,-1.2733728384484184,1
0.734828495351379,2.2029361546363906,0
-1.6620382799155349,-0.294264135565272,1
-0.012670595461014417,0.5075190306675083,1
-0.1932785204804973,-0.6081594555786074,1
-0.16442210564039325,-1.188365961779395,1
-0.8261152327484693,2.006771881184319,0
-0.740241393148419,1.0268168744137764,0
-1.668492959739721,-0.7756875787454335,1
-0.3749346132863233,-1.2304729538613934,1
-0.4678883108582604,-0.702682649265866,1
0.10629290050068319,0.8224370378452104,0
0.2721571030527342,-0.846304264895008,1
-0.19165819903610612,1.8096249349983697,0
-0.15407569015943715,2.061306920484595,0
0.8441191489365384,-0.04690029888691365,2
-0.11150375202685621,-0.7229080119183439,1
-0.8474034076973536,-0.0033747661075225486,1
0.033142911157428914,-0.5746936265094374,1
-0.09086994933874233,0.988254015708901,0
0.7661016218918107,0.018987426126513048,2
-0.2803648513119234,-1.0313833087631554,1
1.874020906172539,-1.5803217754515038,2
0.08292248524955934,2.968185575640476,0
-0.16602614621447126,-0.9182592069160364,1
-1.445642677167664,-0.4411996711711114,1
-0.8022778164572383,-0.4858077820935413,1
0.0381393744620917,1.6762407730504518,0
1.4580699342756023,-1.6220676259511302,2
0.40670572194185717,-0.18275535410206675,1
-0.25808111597498357,0.5316822217716649,1
-1.0033496762677838,0.9900893024320345,0
-0.5631988614246334,-0.3351378271966214,1
-1.0844129322344593,-0.10753109874397844,1
-0.7124763050007767,-0.7789702254799548,1
-1.721989950006916,-0.5453241421060492,1
-1.412906775479913,-0.3721213068055866,1
-0.5035552758402123,1.8477571106664274,0
0.12501587210539006,1.8948797267020048,0
2.592238441862741,-0.05851250438966656,2
-1.0753628401633686,-0.4589108250719758,1
1.5562376994492841,0.05282045659898927,2
-0.28512201809290677,-1.1877626851401608,1
-1.2249417297571614,-0.1568094461091147,1
1.51272506497714,0.442592641120825,2
-1.5807215049209566,-0.7726208211824916,1
1.0436188294952302,-1.0863798732820724,2
-1.4582349937786718,-0.4487935009592952,1
-1.8057907385809437,1.499737993181315,0
-0.6267099550367139,-0.3098512420765947,1
0.777810224764217,0.10792890782696962,2
2.8152781893051797,-0.4001506187391177,2
-2.6026361949183947,-0.31478830441707534,1
-0.9633763973713814,-0.7805432168807167,1
-1.7475658042614786,-0.1361296161188725,1
